,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,number_of_reviews,latitude,longitude,room_type,maximum_nights,availability_30,bedrooms,beds,price,minimum_nights,availability_60,availability_90,availability_365,instant_bookable,host_days_on_Airbnb,Borough
14062,f,t,t,6,36,33.93912,-118.3064,Entire home/apt,1125,0,4.0,5.0,200.0,1,0,0,0,f,1300.0,Unincorporated Areas
14063,f,t,t,2,2,34.08756,-117.85016,Private room,5,30,1.0,1.0,135.0,3,60,90,179,f,2367.0,Other Cities
14065,f,t,t,4,56,33.77073,-118.19866,Entire home/apt,1125,28,1.0,1.0,134.0,31,58,88,363,f,1628.0,Other Cities
14066,f,t,t,6,19,34.10261,-118.37846,Entire home/apt,31,0,4.0,6.0,1057.0,30,0,0,0,f,1233.0,City of Los Angeles
14067,f,t,f,2,13,34.15757,-118.40137,Private room,1125,0,1.0,1.0,63.0,30,0,0,0,f,2159.0,City of Los Angeles
14068,f,t,f,2,1,34.09894,-118.34488,Entire home/apt,1125,0,1.0,1.0,140.0,180,0,0,248,f,1227.0,City of Los Angeles
14070,f,t,t,3,28,34.18158,-118.52619,Entire home/apt,1125,0,1.0,1.0,114.0,30,0,4,273,f,4188.0,City of Los Angeles
14071,f,t,f,2,4,34.11448,-118.00618,Private room,360,5,1.0,1.0,65.0,2,35,65,339,f,1217.0,Unincorporated Areas
14073,f,t,f,2,0,34.06166,-118.07285,Private room,1125,0,1.0,1.0,100.0,1,0,0,0,f,1274.0,Other Cities
14074,f,t,t,5,0,34.10303,-118.32381,Entire home/apt,365,0,2.0,2.0,192.0,30,0,0,0,f,1349.0,City of Los Angeles
14076,t,t,t,8,56,33.96275,-118.42926,Entire home/apt,90,21,2.0,2.0,348.0,2,35,61,151,f,3540.0,City of Los Angeles
14077,f,t,f,2,3,34.10465,-118.33292,Entire home/apt,30,18,,1.0,86.0,30,19,19,19,f,2345.0,City of Los Angeles
14078,f,t,t,6,25,34.05833,-118.28765,Entire home/apt,150,0,2.0,3.0,100.0,30,0,0,249,t,2128.0,City of Los Angeles
14080,t,t,f,2,35,34.11008,-118.32526,Private room,1125,0,1.0,1.0,95.0,2,0,0,0,t,2161.0,City of Los Angeles
14081,t,t,t,2,346,34.07836,-118.68441,Entire home/apt,30,1,,1.0,154.0,1,5,10,192,t,3232.0,Unincorporated Areas
14082,t,t,t,2,209,33.85954,-118.39171,Private room,45,9,1.0,1.0,85.0,30,24,36,311,f,2653.0,Other Cities
14083,f,t,f,2,84,33.87318,-118.36393,Entire home/apt,29,0,1.0,1.0,100.0,1,0,20,295,f,2190.0,Other Cities
14085,t,t,t,4,94,33.99063,-118.04878,Entire home/apt,1125,6,,2.0,105.0,3,10,22,107,f,1217.0,Other Cities
14086,f,t,t,2,23,34.11773,-118.32584,Entire home/apt,365,19,,1.0,214.0,30,49,79,354,f,3098.0,City of Los Angeles
14087,f,t,t,2,13,34.10512,-118.37601,Entire home/apt,31,0,,1.0,105.0,30,0,19,294,f,1335.0,City of Los Angeles
14088,f,t,t,6,15,34.06801,-118.35052,Entire home/apt,1125,0,2.0,4.0,230.0,30,0,0,0,f,1217.0,City of Los Angeles
14089,t,t,t,1,26,34.03886,-118.4648,Entire home/apt,31,5,1.0,1.0,109.0,30,5,34,124,f,2349.0,City of Los Angeles
14091,f,t,t,6,35,34.08842,-118.12737,Private room,1125,0,2.0,4.0,99.0,1,0,0,0,t,2854.0,Other Cities
14092,f,t,f,4,29,34.05014,-118.36785,Entire home/apt,260,0,2.0,2.0,155.0,30,0,3,81,f,2948.0,City of Los Angeles
14093,f,t,f,4,1,33.76455,-118.18018,Entire home/apt,365,1,2.0,2.0,189.0,31,4,34,309,t,1596.0,Other Cities
14095,f,t,t,1,32,33.97757,-118.46237,Private room,92,0,1.0,1.0,65.0,30,0,0,0,f,4042.0,City of Los Angeles
14097,f,t,t,2,0,34.17801,-118.40195,Shared room,1125,0,1.0,1.0,35.0,30,0,0,0,f,1235.0,City of Los Angeles
14098,t,t,t,1,5,34.14678,-118.38599,Private room,1125,30,1.0,1.0,85.0,30,60,90,365,f,3074.0,City of Los Angeles
14100,f,t,f,3,66,33.93496,-118.33294,Entire home/apt,1125,3,1.0,1.0,96.0,3,9,12,14,t,2228.0,Other Cities
14101,t,t,t,3,273,33.96543,-118.37781,Entire home/apt,7,1,1.0,2.0,150.0,1,2,12,82,f,3169.0,City of Los Angeles
14103,f,t,t,2,97,34.08463,-118.24959,Entire home/apt,180,6,1.0,1.0,100.0,31,6,7,7,f,3465.0,City of Los Angeles
14104,t,t,f,2,23,33.99801,-117.96414,Private room,1125,20,,1.0,38.0,2,50,80,355,f,2316.0,Unincorporated Areas
14105,f,t,f,2,11,34.16668,-118.37085,Shared room,90,0,1.0,1.0,30.0,30,0,0,0,f,1261.0,City of Los Angeles
