,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,number_of_reviews,latitude,longitude,room_type,maximum_nights,availability_30,bedrooms,beds,price,minimum_nights,availability_60,availability_90,availability_365,instant_bookable,host_days_on_Airbnb,Borough
8446,f,t,t,1,12,34.14914,-118.02093,Private room,90,21,1.0,1.0,52.0,7,51,81,290,f,2560.0,Other Cities
8447,t,t,t,4,27,34.0395,-118.34087,Entire home/apt,1125,19,1.0,2.0,80.0,30,49,79,354,f,3565.0,City of Los Angeles
8448,f,t,t,2,7,34.08796,-118.37326,Private room,365,0,1.0,2.0,75.0,31,0,0,36,f,1821.0,City of Los Angeles
8450,f,t,t,2,48,33.99212,-118.47588,Private room,1125,0,1.0,1.0,98.0,30,0,0,0,f,2069.0,City of Los Angeles
8451,f,t,t,2,1,34.04119,-118.25989,Private room,1125,0,2.0,2.0,100.0,30,0,0,0,f,1918.0,City of Los Angeles
8452,f,t,t,1,0,34.10482,-118.31521,Private room,1125,10,1.0,1.0,47.0,30,19,28,95,f,3394.0,City of Los Angeles
8453,t,t,f,2,311,34.11667,-118.15819,Entire home/apt,20,1,1.0,1.0,95.0,2,10,16,144,f,2625.0,Other Cities
8454,f,t,f,1,36,34.1869,-118.38954,Private room,30,29,1.0,1.0,70.0,30,59,89,179,f,2430.0,City of Los Angeles
8455,f,t,f,1,5,34.08408,-118.37401,Entire home/apt,1125,0,1.0,1.0,95.0,30,0,0,0,t,2073.0,City of Los Angeles
8456,t,t,f,2,240,34.16668,-118.25071,Private room,1125,10,,1.0,110.0,2,14,27,297,f,1782.0,Other Cities
8457,t,t,t,1,15,34.22096,-118.64498,Entire home/apt,365,0,1.0,1.0,60.0,30,27,57,176,t,2035.0,City of Los Angeles
8459,f,t,t,2,0,33.99444,-118.4561,Private room,90,23,,2.0,60.0,30,53,83,358,f,2195.0,City of Los Angeles
8460,f,t,t,1,13,33.83161,-118.26941,Private room,1125,0,1.0,1.0,64.0,1,0,0,0,f,2131.0,Other Cities
8461,f,t,t,14,0,34.11423,-118.42501,Entire home/apt,1125,29,6.0,7.0,10000.0,30,59,89,364,f,1941.0,City of Los Angeles
8463,f,t,t,4,3,34.08746,-118.26727,Entire home/apt,1125,0,2.0,2.0,118.0,30,0,0,0,t,3097.0,City of Los Angeles
8465,t,t,t,1,128,33.9418,-118.3464,Private room,28,16,1.0,1.0,59.0,2,46,76,76,t,1863.0,Unincorporated Areas
8466,f,t,t,8,157,34.09727,-118.22088,Entire home/apt,1125,5,3.0,4.0,321.0,3,7,33,147,f,3125.0,City of Los Angeles
8467,t,t,t,1,7,34.05409,-118.37839,Private room,1125,0,1.0,1.0,95.0,30,0,21,296,f,1792.0,City of Los Angeles
8468,f,t,t,5,0,33.85445,-118.39542,Entire home/apt,1125,0,1.0,4.0,250.0,1,0,0,0,f,1907.0,Other Cities
8469,f,t,f,6,34,34.06493,-118.37464,Entire home/apt,365,0,4.0,4.0,280.0,30,0,3,278,f,1782.0,Other Cities
8470,f,t,f,4,7,34.02751,-118.40321,Entire home/apt,1125,0,2.0,2.0,109.0,31,0,1,157,t,2512.0,City of Los Angeles
8471,f,t,f,2,67,34.04443,-118.44205,Private room,120,30,1.0,2.0,95.0,31,60,90,90,f,1788.0,City of Los Angeles
8472,t,t,t,1,6,33.93311,-118.13789,Private room,1125,1,1.0,1.0,56.0,2,2,32,121,f,1792.0,Other Cities
8473,f,t,t,4,104,33.76688,-118.18183,Entire home/apt,1125,0,1.0,2.0,100.0,31,5,5,177,f,2354.0,Other Cities
8474,f,t,t,2,8,34.18096,-118.4395,Private room,1125,0,1.0,1.0,60.0,30,0,0,0,f,2367.0,City of Los Angeles
8475,t,t,t,2,9,34.02851,-118.5013,Entire home/apt,1125,4,,2.0,99.0,31,4,9,97,f,2367.0,Other Cities
8476,f,t,f,8,5,34.13419,-118.42211,Entire home/apt,120,23,4.0,4.0,1000.0,30,53,83,173,f,3343.0,City of Los Angeles
8477,t,t,t,2,143,34.13553,-118.46816,Entire home/apt,28,14,,2.0,186.0,3,40,70,70,f,1781.0,City of Los Angeles
8478,t,t,f,6,149,34.19141,-118.14615,Entire home/apt,1125,14,3.0,4.0,714.0,2,37,58,144,f,1793.0,Unincorporated Areas
8479,f,t,t,2,11,34.08653,-118.30061,Private room,1125,28,1.0,1.0,80.0,30,58,88,88,f,3428.0,City of Los Angeles
8480,f,t,t,5,269,34.16656,-118.24714,Entire home/apt,1125,6,2.0,3.0,137.0,2,11,20,279,f,2207.0,Other Cities
8483,t,t,t,1,14,34.17559,-118.45104,Entire home/apt,1125,20,1.0,1.0,70.0,30,21,21,157,f,2234.0,City of Los Angeles
8484,f,t,t,3,58,34.09688,-118.38178,Entire home/apt,300,0,2.0,2.0,871.0,300,0,0,36,f,3151.0,City of Los Angeles
8485,t,t,t,6,85,33.35413,-118.33161,Entire home/apt,14,7,2.0,5.0,612.0,3,12,17,268,f,2395.0,Other Cities
8486,f,t,t,6,10,33.99215,-118.45795,Entire home/apt,30,0,4.0,5.0,880.0,30,0,0,0,f,3167.0,City of Los Angeles
8487,f,t,t,3,0,33.9787,-118.46095,Entire home/apt,1125,0,1.0,2.0,150.0,1,0,0,0,f,2731.0,Unincorporated Areas
8488,f,t,f,6,146,34.06475,-118.45013,Entire home/apt,90,5,2.0,4.0,160.0,30,5,5,176,f,1782.0,City of Los Angeles
8489,f,t,t,3,145,33.89569,-118.29515,Private room,28,0,1.0,1.0,55.0,1,0,0,29,f,1779.0,Other Cities
8490,t,t,f,2,397,34.102,-118.20711,Entire home/apt,14,11,1.0,2.0,132.0,1,29,54,132,t,1781.0,City of Los Angeles
8492,t,t,t,2,260,33.99947,-118.45402,Entire home/apt,14,10,1.0,1.0,213.0,1,40,70,160,f,3492.0,City of Los Angeles
8493,t,t,t,4,37,34.06419,-118.39868,Entire home/apt,1125,4,2.0,2.0,425.0,7,4,8,276,f,2279.0,Other Cities
8495,t,t,t,4,251,33.90236,-118.3535,Entire home/apt,14,1,1.0,4.0,106.0,2,3,4,4,f,1814.0,Other Cities
8496,f,t,f,10,0,34.16348,-118.3601,Entire home/apt,90,0,3.0,3.0,310.0,30,0,0,0,f,2951.0,City of Los Angeles
8497,f,t,t,2,32,33.96241,-117.84375,Private room,30,30,1.0,1.0,350.0,14,60,90,179,f,1788.0,Other Cities
8500,f,t,t,3,8,34.05255,-118.4443,Entire home/apt,360,2,2.0,2.0,162.0,30,5,35,35,t,2337.0,City of Los Angeles
8501,f,t,t,3,4,34.06292,-118.28069,Entire home/apt,59,0,,1.0,60.0,30,0,0,0,t,2394.0,City of Los Angeles
8502,f,t,t,2,0,34.1945,-118.39214,Private room,1125,0,1.0,1.0,119.0,30,0,0,0,f,1883.0,City of Los Angeles
8503,f,t,f,2,233,34.03359,-118.28464,Private room,1125,2,1.0,1.0,67.0,31,11,31,31,f,1343.0,City of Los Angeles
8505,t,t,t,2,385,34.20223,-118.5236,Entire home/apt,1125,11,,1.0,111.0,1,34,34,34,f,1792.0,City of Los Angeles
8506,f,t,t,8,0,34.08976,-118.395,Entire home/apt,1125,0,3.0,3.0,1000.0,31,11,26,301,f,2109.0,Other Cities
8507,t,t,t,2,98,34.0107,-118.46473,Private room,1125,10,1.0,1.0,170.0,2,37,65,339,f,2476.0,Other Cities
8508,t,t,f,3,12,34.0202,-118.50215,Entire home/apt,1125,0,1.0,2.0,130.0,31,0,0,63,f,1862.0,Other Cities
8509,t,t,t,2,151,34.2677,-118.55952,Entire home/apt,14,21,1.0,1.0,134.0,2,39,69,158,f,1776.0,City of Los Angeles
8510,f,t,t,4,142,34.03756,-118.61055,Entire home/apt,1125,4,2.0,2.0,570.0,3,7,15,243,t,386.0,Other Cities
8511,t,t,t,4,148,34.01359,-118.41829,Entire home/apt,150,0,1.0,1.0,85.0,30,0,16,196,t,3395.0,City of Los Angeles
8512,f,t,t,2,6,34.08051,-118.05162,Private room,21,0,1.0,1.0,38.0,1,0,0,0,t,2741.0,Other Cities
8513,f,t,t,2,3,33.76497,-118.18771,Private room,7,0,1.0,1.0,100.0,3,0,0,0,f,2208.0,Other Cities
8514,f,t,f,2,0,34.05893,-118.38318,Private room,1125,0,,1.0,56.0,30,0,0,0,f,1803.0,City of Los Angeles
8515,f,t,f,2,1,34.0607,-118.38398,Private room,1125,0,,1.0,54.0,30,0,0,0,f,1803.0,Other Cities
8518,t,t,t,2,14,34.09072,-118.24685,Entire home/apt,1125,0,,2.0,110.0,31,4,34,34,f,3434.0,City of Los Angeles
8519,f,t,t,2,5,34.08936,-118.28998,Entire home/apt,1125,0,1.0,1.0,110.0,30,0,0,0,f,2894.0,City of Los Angeles
8521,f,t,f,1,1,34.06027,-118.38323,Private room,1125,0,,1.0,60.0,30,0,0,0,f,1803.0,City of Los Angeles
8522,f,t,t,2,153,33.94618,-118.36441,Entire home/apt,90,29,1.0,1.0,103.0,1,55,55,55,t,2338.0,Other Cities
8524,t,t,t,2,123,34.0348,-118.37687,Private room,1125,0,1.0,1.0,65.0,30,0,15,224,f,1776.0,City of Los Angeles
8525,f,t,t,1,0,34.09055,-118.3456,Entire home/apt,1125,0,1.0,1.0,180.0,7,0,0,0,f,1780.0,Other Cities
8526,t,t,t,4,109,34.09189,-118.27872,Entire home/apt,1125,4,1.0,2.0,185.0,30,10,40,220,f,3902.0,City of Los Angeles
8527,f,t,f,2,315,33.7118,-118.28623,Entire home/apt,7,2,1.0,1.0,69.0,2,5,7,48,t,1779.0,City of Los Angeles
8528,f,t,f,2,0,34.16642,-118.3623,Private room,1125,0,1.0,1.0,120.0,30,0,0,0,f,1791.0,City of Los Angeles
8529,f,t,f,2,0,34.09646,-117.98002,Private room,7,0,1.0,2.0,50.0,1,0,0,0,f,1787.0,Other Cities
8530,f,t,t,2,0,33.9936,-118.45243,Entire home/apt,31,0,1.0,1.0,180.0,30,0,0,0,f,3840.0,City of Los Angeles
8531,t,t,t,3,277,34.05231,-118.35515,Entire home/apt,30,1,,2.0,155.0,2,3,6,68,t,2762.0,City of Los Angeles
8532,f,t,t,2,25,33.9965,-118.47865,Entire home/apt,1125,0,,1.0,110.0,30,0,0,0,t,4048.0,City of Los Angeles
8533,f,t,f,4,1,34.06762,-118.34863,Entire home/apt,1125,0,2.0,2.0,130.0,30,0,0,0,f,2986.0,City of Los Angeles
8534,t,t,t,2,32,34.09506,-118.21202,Entire home/apt,29,8,2.0,2.0,188.0,4,30,59,149,f,2571.0,City of Los Angeles
8535,f,t,t,3,1,34.15474,-118.35236,Entire home/apt,1125,0,2.0,2.0,239.0,30,0,0,0,f,1783.0,City of Los Angeles
8536,f,t,f,1,4,34.06269,-117.97246,Private room,30,0,1.0,1.0,38.0,30,0,0,0,f,1779.0,Unincorporated Areas
8537,f,t,t,1,0,34.11716,-118.06031,Private room,180,30,1.0,1.0,80.0,30,60,90,90,f,2482.0,Other Cities
8538,f,t,t,8,244,33.845,-118.17444,Entire home/apt,730,1,3.0,5.0,175.0,2,3,8,110,t,1868.0,Other Cities
8539,f,t,t,4,1,34.08047,-118.35447,Entire home/apt,1125,0,2.0,2.0,150.0,30,0,0,0,f,2880.0,City of Los Angeles
8540,t,t,t,2,47,34.04971,-118.3125,Private room,1125,10,1.0,2.0,120.0,5,34,50,124,f,1850.0,City of Los Angeles
8541,t,t,t,2,37,34.10282,-118.35636,Entire home/apt,90,5,1.0,1.0,135.0,30,28,58,148,f,2171.0,City of Los Angeles
8542,t,t,t,2,314,33.98376,-118.46482,Private room,26,2,1.0,1.0,134.0,2,3,4,6,t,2661.0,City of Los Angeles
8545,t,t,t,4,27,34.17169,-118.36335,Entire home/apt,1125,4,2.0,4.0,269.0,4,9,34,309,f,2339.0,City of Los Angeles
8546,t,t,t,4,409,34.11913,-118.26106,Entire home/apt,1125,5,,2.0,99.0,1,9,10,126,t,1786.0,City of Los Angeles
8547,f,t,t,1,68,33.89819,-118.37992,Private room,14,6,1.0,1.0,75.0,7,16,17,18,f,3990.0,Other Cities
8548,f,t,f,1,3,34.13284,-118.09948,Entire home/apt,1125,0,1.0,2.0,120.0,3,0,0,0,f,1851.0,Other Cities
8549,f,t,f,2,0,34.05938,-118.38195,Entire home/apt,1125,0,,1.0,65.0,30,0,0,0,f,1803.0,City of Los Angeles
8550,t,t,t,4,51,34.09396,-118.22093,Entire home/apt,90,0,2.0,2.0,115.0,30,25,55,55,f,1783.0,City of Los Angeles
8551,f,t,t,2,61,34.04576,-118.47336,Entire home/apt,60,11,,1.0,85.0,30,18,21,218,f,2804.0,City of Los Angeles
8552,f,t,f,1,0,34.10668,-117.843,Private room,4,0,1.0,1.0,45.0,2,0,0,0,f,1778.0,Other Cities
8554,t,t,f,2,48,33.86307,-118.29199,Private room,1125,0,1.0,2.0,61.0,30,0,0,0,t,1775.0,City of Los Angeles
8556,f,t,f,4,1,34.08384,-117.79111,Entire home/apt,28,0,,3.0,150.0,3,0,0,0,f,1938.0,Other Cities
8557,t,t,t,2,201,33.99512,-118.48077,Entire home/apt,180,3,1.0,1.0,150.0,3,6,12,79,t,2086.0,City of Los Angeles
8558,f,t,t,2,248,34.10036,-118.286,Entire home/apt,1125,0,1.0,2.0,108.0,30,0,0,2,f,1775.0,City of Los Angeles
8559,f,t,t,4,117,34.12091,-118.18603,Entire home/apt,120,7,2.0,2.0,239.0,30,12,16,106,f,4068.0,City of Los Angeles
8560,f,t,t,4,3,33.98442,-118.45508,Entire home/apt,360,0,1.0,2.0,250.0,29,0,0,0,f,2514.0,Unincorporated Areas
8562,t,t,t,3,70,34.26158,-118.32797,Entire home/apt,30,18,1.0,1.0,94.0,3,48,78,353,f,2734.0,City of Los Angeles
8563,f,t,t,2,1,34.09013,-118.3645,Private room,1125,0,1.0,1.0,48.0,2,0,0,0,f,2195.0,Other Cities
8564,f,t,t,5,169,33.76953,-118.17305,Entire home/apt,1125,10,2.0,3.0,155.0,2,31,55,55,f,1798.0,Other Cities
8565,f,t,t,1,359,33.90548,-118.10279,Private room,90,7,1.0,1.0,51.0,1,35,65,339,t,2045.0,Other Cities
8566,t,t,t,2,117,34.1276,-118.20255,Entire home/apt,90,0,1.0,1.0,80.0,30,0,0,61,t,3724.0,City of Los Angeles
8567,t,t,t,4,1,33.86647,-118.40391,Entire home/apt,300,0,1.0,2.0,200.0,30,0,0,126,f,2586.0,Other Cities
8568,f,t,t,1,108,34.14695,-118.11721,Private room,30,0,1.0,1.0,54.0,2,0,10,10,f,1769.0,Other Cities
8572,f,t,t,2,3,34.15204,-118.42727,Entire home/apt,31,0,2.0,2.0,116.0,30,0,0,0,f,2295.0,City of Los Angeles
8573,t,t,t,2,233,33.81057,-118.31915,Private room,1125,0,1.0,1.0,70.0,1,0,0,131,f,1822.0,Other Cities
8576,f,t,t,2,19,34.15757,-118.44198,Private room,70,0,1.0,1.0,121.0,50,0,0,0,f,3711.0,City of Los Angeles
8577,t,t,f,2,34,33.86409,-118.29386,Private room,1125,0,1.0,1.0,68.0,30,0,0,111,f,1775.0,City of Los Angeles
8578,f,t,t,2,35,34.10268,-118.11474,Entire home/apt,1125,9,1.0,1.0,73.0,4,16,24,82,t,2492.0,Other Cities
8580,f,t,t,4,16,34.06311,-118.39458,Entire home/apt,1125,3,2.0,2.0,280.0,30,11,32,122,f,2400.0,Other Cities
8581,t,t,t,4,64,34.08945,-118.26773,Entire home/apt,1125,0,,2.0,140.0,30,22,26,301,f,1883.0,City of Los Angeles
8582,f,t,t,2,8,34.02484,-118.50926,Private room,1125,24,1.0,1.0,275.0,1,50,50,50,f,3429.0,Other Cities
8583,f,t,t,2,4,34.0987,-118.43362,Private room,30,0,1.0,1.0,69.0,30,0,0,0,t,1774.0,City of Los Angeles
8584,f,t,f,2,0,34.18162,-118.59066,Entire home/apt,58,0,1.0,1.0,75.0,58,0,0,0,f,1768.0,City of Los Angeles
8585,f,t,t,4,28,34.11334,-118.1962,Entire home/apt,1125,14,2.0,3.0,399.0,3,14,14,14,t,3903.0,City of Los Angeles
8586,f,t,t,5,34,34.1828,-118.60445,Entire home/apt,365,3,2.0,3.0,170.0,60,33,63,63,f,1795.0,City of Los Angeles
8587,f,t,t,1,3,34.07424,-118.37457,Entire home/apt,1125,0,1.0,1.0,100.0,30,0,0,0,t,2965.0,City of Los Angeles
8588,t,t,t,8,128,34.00922,-118.49301,Entire home/apt,30,7,4.0,4.0,1046.0,2,28,51,295,t,1760.0,Other Cities
8589,t,t,t,2,102,34.14319,-118.2111,Entire home/apt,27,14,,1.0,160.0,2,42,42,103,t,2275.0,City of Los Angeles
8590,f,t,f,2,5,34.1178,-118.32197,Entire home/apt,1125,0,,1.0,2800.0,31,0,0,0,f,2819.0,City of Los Angeles
8591,f,t,t,3,7,34.16098,-118.5885,Private room,1125,0,1.0,2.0,65.0,30,0,0,0,t,2000.0,City of Los Angeles
8592,t,t,t,2,94,34.05604,-118.30533,Private room,1125,0,1.0,1.0,90.0,30,6,36,311,f,3831.0,City of Los Angeles
8593,f,t,f,2,10,34.06318,-118.39604,Private room,120,0,1.0,1.0,48.0,31,0,0,156,f,1760.0,Other Cities
8594,t,t,t,3,89,34.08604,-118.38873,Entire home/apt,90,5,1.0,1.0,250.0,4,18,47,47,f,2020.0,Other Cities
8595,f,t,t,1,0,33.74202,-118.31913,Shared room,99,0,1.0,1.0,800.0,30,0,0,0,f,2048.0,City of Los Angeles
8596,t,t,t,2,7,34.1055,-118.37381,Entire home/apt,30,23,1.0,2.0,195.0,30,53,83,358,f,2453.0,City of Los Angeles
8597,f,t,t,6,10,34.09997,-118.43336,Entire home/apt,1125,0,3.0,3.0,525.0,30,0,0,0,f,2469.0,City of Los Angeles
8598,f,t,f,1,0,34.09306,-118.33553,Private room,1125,0,1.0,1.0,50.0,30,0,0,0,f,2849.0,City of Los Angeles
8599,f,t,t,6,56,34.10453,-118.05591,Entire home/apt,30,0,2.0,3.0,175.0,1,0,0,97,f,2294.0,Other Cities
8600,f,t,t,1,4,34.58066,-118.0854,Private room,1125,24,1.0,1.0,45.0,2,54,84,359,f,1767.0,Other Cities
8601,f,t,f,1,69,34.1481,-118.4053,Private room,60,29,1.0,1.0,50.0,31,58,87,87,t,1787.0,City of Los Angeles
8602,f,t,t,8,2,33.87402,-118.37,Entire home/apt,1125,0,3.0,6.0,249.0,5,0,0,0,f,2717.0,Other Cities
8603,f,t,f,2,6,33.86617,-118.35008,Private room,7,18,1.0,1.0,111.0,1,48,78,167,f,2030.0,Other Cities
8604,f,t,t,2,105,33.96363,-118.36184,Private room,1125,0,1.0,1.0,90.0,2,1,25,115,f,1774.0,Other Cities
8605,f,t,t,4,84,33.95879,-118.38337,Entire home/apt,1125,0,2.0,2.0,225.0,30,0,3,122,f,3073.0,City of Los Angeles
8606,f,t,t,4,20,34.05128,-118.2434,Entire home/apt,1125,0,1.0,2.0,89.0,30,0,0,0,f,3110.0,City of Los Angeles
8607,t,t,t,6,16,33.89103,-118.37998,Entire home/apt,360,2,4.0,5.0,281.0,30,2,6,13,f,2041.0,Other Cities
8608,f,t,t,2,118,34.11519,-118.18833,Entire home/apt,10,1,,1.0,100.0,7,1,1,157,t,3271.0,City of Los Angeles
8609,f,t,f,1,0,33.98535,-118.44425,Shared room,1125,0,1.0,1.0,150.0,30,0,0,0,f,2103.0,City of Los Angeles
8610,t,t,t,2,0,33.73957,-118.39899,Private room,3,0,1.0,1.0,360.0,1,0,0,0,f,2668.0,Other Cities
8612,t,t,f,5,94,34.1705,-118.46103,Entire home/apt,90,9,2.0,3.0,305.0,30,15,24,111,f,1778.0,City of Los Angeles
8613,f,t,t,6,16,34.20734,-118.51681,Entire home/apt,365,4,3.0,4.0,399.0,30,34,64,64,f,3144.0,City of Los Angeles
8614,f,t,t,2,52,34.04493,-118.25069,Entire home/apt,30,30,1.0,1.0,210.0,30,60,90,90,f,2366.0,City of Los Angeles
8615,f,t,t,1,3,34.14518,-118.10595,Private room,90,0,1.0,1.0,30.0,4,0,0,0,f,2698.0,Other Cities
8616,t,t,t,2,269,34.67296,-118.19008,Private room,1125,5,1.0,1.0,36.0,1,35,65,340,f,2997.0,Other Cities
8617,f,t,t,2,28,34.06386,-118.31337,Private room,1125,0,1.0,1.0,50.0,30,0,0,0,f,3925.0,City of Los Angeles
8618,f,t,t,4,7,34.09031,-118.28278,Entire home/apt,30,0,1.0,1.0,96.0,30,0,0,0,f,3349.0,City of Los Angeles
8619,f,t,t,1,0,33.99656,-117.84624,Private room,1125,0,1.0,1.0,100.0,1,0,0,0,f,1925.0,Other Cities
8620,f,t,t,2,0,34.12394,-118.23219,Private room,60,0,1.0,1.0,75.0,30,0,0,0,f,2366.0,City of Los Angeles
8621,f,t,t,3,21,34.13843,-118.36873,Entire home/apt,30,0,,2.0,70.0,30,0,0,0,f,2516.0,City of Los Angeles
8622,t,t,t,2,77,33.77815,-118.12673,Entire home/apt,1125,0,1.0,1.0,120.0,31,0,1,90,f,2027.0,Other Cities
8623,f,t,t,6,276,33.93864,-118.33082,Entire home/apt,1125,12,2.0,3.0,191.0,1,13,13,220,f,2294.0,Other Cities
8624,f,t,f,1,36,34.2017,-118.52761,Private room,1125,0,1.0,1.0,42.0,30,0,0,0,t,1892.0,City of Los Angeles
8625,t,t,t,6,0,33.73957,-118.39899,Entire home/apt,13,0,2.0,3.0,884.0,3,0,0,0,f,2668.0,Other Cities
8626,f,t,t,3,0,34.09442,-118.34926,Entire home/apt,1125,0,1.0,2.0,85.0,30,0,0,0,f,1789.0,City of Los Angeles
8627,f,t,t,1,250,34.08957,-118.31384,Private room,60,0,1.0,1.0,53.0,30,4,30,30,t,2599.0,City of Los Angeles
8628,t,t,t,2,273,33.95977,-118.05094,Entire home/apt,15,24,,1.0,114.0,1,54,84,173,f,1886.0,Other Cities
8629,t,t,t,2,174,34.0998,-117.91083,Entire home/apt,1125,0,,1.0,97.0,1,0,0,156,f,1780.0,Other Cities
8631,f,t,t,2,1,33.98952,-118.45559,Private room,60,0,1.0,1.0,80.0,30,0,0,0,f,3175.0,City of Los Angeles
8632,f,t,f,5,4,34.02942,-118.49971,Entire home/apt,200,0,2.0,2.0,149.0,31,0,0,0,t,1803.0,Other Cities
8633,f,t,f,4,19,34.06174,-118.3595,Entire home/apt,1124,0,2.0,2.0,295.0,31,0,0,217,f,2165.0,City of Los Angeles
8635,f,t,t,2,0,34.0462,-118.25062,Entire home/apt,1125,0,1.0,1.0,100.0,30,0,0,0,f,3042.0,City of Los Angeles
8636,f,t,f,4,0,34.09538,-118.30011,Entire home/apt,1125,0,,1.0,61.0,30,0,0,0,f,2857.0,City of Los Angeles
8638,f,t,t,5,90,34.12972,-118.21574,Entire home/apt,1125,0,2.0,2.0,200.0,30,0,0,0,f,2661.0,City of Los Angeles
8639,f,t,f,2,1,34.22669,-118.22379,Private room,1125,0,1.0,1.0,150.0,1,0,0,0,f,1773.0,Other Cities
8640,t,t,t,4,246,33.99422,-118.44859,Entire home/apt,1125,5,2.0,3.0,396.0,2,7,11,258,t,1757.0,City of Los Angeles
8642,t,t,t,1,123,34.07129,-118.39956,Private room,30,5,1.0,1.0,137.0,2,35,65,155,f,3310.0,Other Cities
8644,f,t,f,1,113,34.03375,-118.28648,Entire home/apt,1125,8,1.0,1.0,59.0,31,16,40,40,f,1343.0,City of Los Angeles
8646,f,t,f,2,2,34.05729,-118.3144,Private room,180,0,1.0,1.0,500.0,30,0,0,0,f,2055.0,City of Los Angeles
8647,f,t,t,4,1,34.09429,-118.34342,Entire home/apt,1125,0,,2.0,80.0,30,0,0,0,f,2353.0,Other Cities
8648,f,t,t,6,93,34.10278,-118.33138,Entire home/apt,400,0,2.0,4.0,111.0,31,0,27,302,t,2369.0,City of Los Angeles
8649,f,t,t,2,2,34.10339,-118.33132,Entire home/apt,1125,0,1.0,1.0,100.0,30,0,0,0,f,3315.0,City of Los Angeles
8650,f,t,t,4,6,34.15487,-118.39413,Entire home/apt,60,0,1.0,1.0,130.0,30,0,0,0,f,2845.0,City of Los Angeles
8651,f,t,t,9,59,34.05229,-118.39619,Entire home/apt,1125,4,5.0,5.0,100.0,31,34,64,339,t,2209.0,City of Los Angeles
8652,f,t,t,4,39,34.21118,-118.16384,Entire home/apt,1125,3,2.0,2.0,185.0,3,8,23,71,t,2904.0,Unincorporated Areas
8653,f,t,t,3,0,33.88943,-118.29554,Private room,15,0,1.0,1.0,50.0,1,0,0,0,t,1864.0,Other Cities
8654,t,t,t,8,53,34.04068,-118.67111,Entire home/apt,365,0,4.0,5.0,2028.0,3,4,20,139,f,2806.0,Other Cities
8655,t,t,t,4,29,34.11961,-118.31643,Entire home/apt,1125,12,1.0,2.0,195.0,30,20,20,95,f,2503.0,City of Los Angeles
8656,f,t,f,1,61,34.06544,-118.36904,Private room,60,4,1.0,1.0,48.0,30,34,64,154,f,1762.0,City of Los Angeles
8657,f,t,t,1,220,34.15093,-118.26081,Private room,7,15,1.0,1.0,65.0,1,36,51,107,f,1772.0,Other Cities
8658,f,t,f,2,74,34.09092,-118.26662,Entire home/apt,30,0,1.0,2.0,110.0,30,0,0,0,t,2853.0,City of Los Angeles
8659,f,t,t,4,67,33.98351,-118.46802,Entire home/apt,90,0,2.0,3.0,275.0,30,10,19,19,f,3315.0,City of Los Angeles
8660,f,t,t,3,69,33.98268,-118.47011,Entire home/apt,1125,0,2.0,2.0,300.0,30,6,23,23,f,3315.0,City of Los Angeles
8661,f,t,t,6,0,33.97492,-118.42167,Entire home/apt,120,0,2.0,2.0,106.0,120,0,9,99,t,3150.0,City of Los Angeles
8662,f,t,t,5,60,34.03798,-118.26767,Entire home/apt,1125,0,1.0,3.0,129.0,30,0,0,0,f,2326.0,City of Los Angeles
8663,t,t,t,2,178,34.10013,-118.36495,Entire home/apt,1125,4,1.0,1.0,175.0,3,14,23,265,t,1755.0,City of Los Angeles
8664,f,t,t,6,21,33.89174,-118.33382,Entire home/apt,90,0,3.0,3.0,307.0,30,0,0,0,f,1897.0,Unincorporated Areas
8665,f,t,f,4,1,34.11508,-118.02313,Private room,1125,0,2.0,2.0,240.0,2,0,0,0,f,2358.0,Other Cities
8666,f,t,t,4,19,34.0748,-118.26298,Entire home/apt,180,0,2.0,2.0,129.0,30,0,0,0,f,3466.0,City of Los Angeles
8667,f,t,t,4,59,34.08372,-118.28096,Entire home/apt,90,0,2.0,2.0,200.0,30,0,0,0,t,2692.0,City of Los Angeles
8668,t,t,t,2,114,34.12537,-118.60598,Entire home/apt,1125,21,1.0,2.0,176.0,2,51,81,171,t,1765.0,Unincorporated Areas
8669,f,t,t,1,22,34.681137,-118.08123,Private room,180,27,1.0,1.0,39.0,1,57,87,361,f,2583.0,Other Cities
8670,t,t,t,2,393,34.07888,-118.32146,Entire home/apt,30,3,1.0,1.0,119.0,1,17,46,46,f,1844.0,City of Los Angeles
8671,f,t,t,3,40,34.04012,-118.44716,Private room,1125,29,1.0,2.0,300.0,30,59,89,89,f,1754.0,City of Los Angeles
8672,f,t,t,6,162,34.02617,-118.50773,Entire home/apt,1125,5,2.0,2.0,446.0,3,6,19,277,t,3429.0,Other Cities
8673,f,t,f,1,44,34.03496,-118.01213,Private room,28,0,1.0,2.0,45.0,4,0,0,1,f,2133.0,Unincorporated Areas
8674,f,t,f,2,2,33.95857,-118.4325,Entire home/apt,1125,0,1.0,1.0,62.0,30,0,0,0,f,3302.0,City of Los Angeles
8675,f,t,t,2,21,34.142,-118.37887,Entire home/apt,1125,0,1.0,1.0,85.0,30,0,0,0,f,3742.0,City of Los Angeles
8676,f,t,t,4,3,34.10808,-118.33902,Entire home/apt,1125,0,2.0,2.0,170.0,30,0,0,0,f,4127.0,City of Los Angeles
8677,f,t,t,2,1,34.07836,-118.29471,Entire home/apt,180,0,1.0,1.0,125.0,30,0,0,218,f,3652.0,City of Los Angeles
